name,code,weight
15853,TEST-15853,84
15854,TEST-15854,38
15855,TEST-15855,48
15856,TEST-15856,5
15857,TEST-15857,90
15858,TEST-15858,34
15859,TEST-15859,54
15860,TEST-15860,45
15861,TEST-15861,55
15862,TEST-15862,71
15863,TEST-15863,61
15864,TEST-15864,90
15865,TEST-15865,38
15866,TEST-15866,96
15867,TEST-15867,92
15868,TEST-15868,58
15869,TEST-15869,87
15870,TEST-15870,11
15871,TEST-15871,3
15872,TEST-15872,41
15873,TEST-15873,64
15874,TEST-15874,94
15875,TEST-15875,45
15876,TEST-15876,65
15877,TEST-15877,59
15878,TEST-15878,62
15879,TEST-15879,69
15880,TEST-15880,46
15881,TEST-15881,22
15882,TEST-15882,90
15883,TEST-15883,64
15884,TEST-15884,7
15885,TEST-15885,17
15886,TEST-15886,23
15887,TEST-15887,94
15888,TEST-15888,56
15889,TEST-15889,64
15890,TEST-15890,21
15891,TEST-15891,88
15892,TEST-15892,2
15893,TEST-15893,7
15894,TEST-15894,84
15895,TEST-15895,87
15896,TEST-15896,55
15897,TEST-15897,51
15898,TEST-15898,85
15899,TEST-15899,21
15900,TEST-15900,26
15901,TEST-15901,23
15902,TEST-15902,40
15903,TEST-15903,35
15904,TEST-15904,53
15905,TEST-15905,21
15906,TEST-15906,32
15907,TEST-15907,22
15908,TEST-15908,11
15909,TEST-15909,35
15910,TEST-15910,65
15911,TEST-15911,100
15912,TEST-15912,3
15913,TEST-15913,34
15914,TEST-15914,7
15915,TEST-15915,87
15916,TEST-15916,9
15917,TEST-15917,35
15918,TEST-15918,65
15919,TEST-15919,96
15920,TEST-15920,86
15921,TEST-15921,71
15922,TEST-15922,26
15923,TEST-15923,39
15924,TEST-15924,21
15925,TEST-15925,18
15926,TEST-15926,58
15927,TEST-15927,73
15928,TEST-15928,71
15929,TEST-15929,87
15930,TEST-15930,19
15931,TEST-15931,31
15932,TEST-15932,26
15933,TEST-15933,64
15934,TEST-15934,80
15935,TEST-15935,76
15936,TEST-15936,76
15937,TEST-15937,41
15938,TEST-15938,72
15939,TEST-15939,13
15940,TEST-15940,84
15941,TEST-15941,55
15942,TEST-15942,54
15943,TEST-15943,58
15944,TEST-15944,89
15945,TEST-15945,18
15946,TEST-15946,92
15947,TEST-15947,38
15948,TEST-15948,23
15949,TEST-15949,81
15950,TEST-15950,7
15951,TEST-15951,68
15952,TEST-15952,98
15953,TEST-15953,20
15954,TEST-15954,97
15955,TEST-15955,95
15956,TEST-15956,51
15957,TEST-15957,100
15958,TEST-15958,34
15959,TEST-15959,63
15960,TEST-15960,28
15961,TEST-15961,40
15962,TEST-15962,71
15963,TEST-15963,59
15964,TEST-15964,52
15965,TEST-15965,68
15966,TEST-15966,46
15967,TEST-15967,22
15968,TEST-15968,45
15969,TEST-15969,93
15970,TEST-15970,54
15971,TEST-15971,45
15972,TEST-15972,13
15973,TEST-15973,26
15974,TEST-15974,59
15975,TEST-15975,86
15976,TEST-15976,64
15977,TEST-15977,81
15978,TEST-15978,12
15979,TEST-15979,7
15980,TEST-15980,29
15981,TEST-15981,63
15982,TEST-15982,50
15983,TEST-15983,2
15984,TEST-15984,93
15985,TEST-15985,3
15986,TEST-15986,65
15987,TEST-15987,49
15988,TEST-15988,64
15989,TEST-15989,34
15990,TEST-15990,53
15991,TEST-15991,14
15992,TEST-15992,43
15993,TEST-15993,47
15994,TEST-15994,93
15995,TEST-15995,53
15996,TEST-15996,21
15997,TEST-15997,40
15998,TEST-15998,76
15999,TEST-15999,44
16000,TEST-16000,68
16001,TEST-16001,19
16002,TEST-16002,10
16003,TEST-16003,63
16004,TEST-16004,85
16005,TEST-16005,36
16006,TEST-16006,71
16007,TEST-16007,100
16008,TEST-16008,29
16009,TEST-16009,40
16010,TEST-16010,16
16011,TEST-16011,30
16012,TEST-16012,19
16013,TEST-16013,55
16014,TEST-16014,11
16015,TEST-16015,15
16016,TEST-16016,32
16017,TEST-16017,72
16018,TEST-16018,74
16019,TEST-16019,81
16020,TEST-16020,11
16021,TEST-16021,68
16022,TEST-16022,38
16023,TEST-16023,78
16024,TEST-16024,24
16025,TEST-16025,21
16026,TEST-16026,31
16027,TEST-16027,95
16028,TEST-16028,31
16029,TEST-16029,49
16030,TEST-16030,72
16031,TEST-16031,78
16032,TEST-16032,10
16033,TEST-16033,88
16034,TEST-16034,95
16035,TEST-16035,4
16036,TEST-16036,2
16037,TEST-16037,34
16038,TEST-16038,78
16039,TEST-16039,83
16040,TEST-16040,81
16041,TEST-16041,18
16042,TEST-16042,28
16043,TEST-16043,67
16044,TEST-16044,53
16045,TEST-16045,44
16046,TEST-16046,89
16047,TEST-16047,33
16048,TEST-16048,5
16049,TEST-16049,88
16050,TEST-16050,22
16051,TEST-16051,72
16052,TEST-16052,29
16053,TEST-16053,17
16054,TEST-16054,81
16055,TEST-16055,19
16056,TEST-16056,96
16057,TEST-16057,22
16058,TEST-16058,11
16059,TEST-16059,98
16060,TEST-16060,26
16061,TEST-16061,44
16062,TEST-16062,1
16063,TEST-16063,96
16064,TEST-16064,4
16065,TEST-16065,29
16066,TEST-16066,91
16067,TEST-16067,13
16068,TEST-16068,29
16069,TEST-16069,12
16070,TEST-16070,7
16071,TEST-16071,81
16072,TEST-16072,59
16073,TEST-16073,95
16074,TEST-16074,61
16075,TEST-16075,46
16076,TEST-16076,20
16077,TEST-16077,32
16078,TEST-16078,23
16079,TEST-16079,34
16080,TEST-16080,19
16081,TEST-16081,90
16082,TEST-16082,81
16083,TEST-16083,52
16084,TEST-16084,45
16085,TEST-16085,59
16086,TEST-16086,91
16087,TEST-16087,59
16088,TEST-16088,50
16089,TEST-16089,47
16090,TEST-16090,52
16091,TEST-16091,15
16092,TEST-16092,97
16093,TEST-16093,9
16094,TEST-16094,22
16095,TEST-16095,70
16096,TEST-16096,40
16097,TEST-16097,60
16098,TEST-16098,23
16099,TEST-16099,51
16100,TEST-16100,82
16101,TEST-16101,31
16102,TEST-16102,84
16103,TEST-16103,96
16104,TEST-16104,65
16105,TEST-16105,56
16106,TEST-16106,50
16107,TEST-16107,18
16108,TEST-16108,2
16109,TEST-16109,31
16110,TEST-16110,65
16111,TEST-16111,44
16112,TEST-16112,75
16113,TEST-16113,46
16114,TEST-16114,63
16115,TEST-16115,74
16116,TEST-16116,94
16117,TEST-16117,98
16118,TEST-16118,39
16119,TEST-16119,25
16120,TEST-16120,8
16121,TEST-16121,69
16122,TEST-16122,35
16123,TEST-16123,3
16124,TEST-16124,36
16125,TEST-16125,23
16126,TEST-16126,74
16127,TEST-16127,6
16128,TEST-16128,30
16129,TEST-16129,77
16130,TEST-16130,59
16131,TEST-16131,74
16132,TEST-16132,59
16133,TEST-16133,70
16134,TEST-16134,76
16135,TEST-16135,38
16136,TEST-16136,33
16137,TEST-16137,14
16138,TEST-16138,96
16139,TEST-16139,61
16140,TEST-16140,4
16141,TEST-16141,37
16142,TEST-16142,73
16143,TEST-16143,72
16144,TEST-16144,17
16145,TEST-16145,43
16146,TEST-16146,47
16147,TEST-16147,98
16148,TEST-16148,94
16149,TEST-16149,39
16150,TEST-16150,65
16151,TEST-16151,25
16152,TEST-16152,97
16153,TEST-16153,60
16154,TEST-16154,58
16155,TEST-16155,67
16156,TEST-16156,93
16157,TEST-16157,56
16158,TEST-16158,67
16159,TEST-16159,66
16160,TEST-16160,38
16161,TEST-16161,18
16162,TEST-16162,33
16163,TEST-16163,29
16164,TEST-16164,94
16165,TEST-16165,55
16166,TEST-16166,55
16167,TEST-16167,98
16168,TEST-16168,96
16169,TEST-16169,70
16170,TEST-16170,48
16171,TEST-16171,24
16172,TEST-16172,45
16173,TEST-16173,28
16174,TEST-16174,72
16175,TEST-16175,20
16176,TEST-16176,31
16177,TEST-16177,92
16178,TEST-16178,36
16179,TEST-16179,78
16180,TEST-16180,38
16181,TEST-16181,1
16182,TEST-16182,62
16183,TEST-16183,33
16184,TEST-16184,75
16185,TEST-16185,58
16186,TEST-16186,51
16187,TEST-16187,22
16188,TEST-16188,63
16189,TEST-16189,65
16190,TEST-16190,47
16191,TEST-16191,87
16192,TEST-16192,92
16193,TEST-16193,47
16194,TEST-16194,23
16195,TEST-16195,22
16196,TEST-16196,44
16197,TEST-16197,100
16198,TEST-16198,94
16199,TEST-16199,34
16200,TEST-16200,75
16201,TEST-16201,76
16202,TEST-16202,54
16203,TEST-16203,98
16204,TEST-16204,41
16205,TEST-16205,28
16206,TEST-16206,49
16207,TEST-16207,31
16208,TEST-16208,49
16209,TEST-16209,11
16210,TEST-16210,45
16211,TEST-16211,97
16212,TEST-16212,73
16213,TEST-16213,41
16214,TEST-16214,97
16215,TEST-16215,50
16216,TEST-16216,73
16217,TEST-16217,98
16218,TEST-16218,68
16219,TEST-16219,9
16220,TEST-16220,1
16221,TEST-16221,27
16222,TEST-16222,76
16223,TEST-16223,82
16224,TEST-16224,21
16225,TEST-16225,42
16226,TEST-16226,77
16227,TEST-16227,82
16228,TEST-16228,31
16229,TEST-16229,74
16230,TEST-16230,37
16231,TEST-16231,37
16232,TEST-16232,22
16233,TEST-16233,46
16234,TEST-16234,45
16235,TEST-16235,67
16236,TEST-16236,87
16237,TEST-16237,53
16238,TEST-16238,6
16239,TEST-16239,57
16240,TEST-16240,65
16241,TEST-16241,83
16242,TEST-16242,4
16243,TEST-16243,46
16244,TEST-16244,12
16245,TEST-16245,4
16246,TEST-16246,26
16247,TEST-16247,23
16248,TEST-16248,16
16249,TEST-16249,1
16250,TEST-16250,16
16251,TEST-16251,97
16252,TEST-16252,59
16253,TEST-16253,98
16254,TEST-16254,76
16255,TEST-16255,46
16256,TEST-16256,37
16257,TEST-16257,97
16258,TEST-16258,53
16259,TEST-16259,81
16260,TEST-16260,35
16261,TEST-16261,26
16262,TEST-16262,44
16263,TEST-16263,66
16264,TEST-16264,2
16265,TEST-16265,46
16266,TEST-16266,100
16267,TEST-16267,4
16268,TEST-16268,94
16269,TEST-16269,20
16270,TEST-16270,82
16271,TEST-16271,80
16272,TEST-16272,16
16273,TEST-16273,76
16274,TEST-16274,64
16275,TEST-16275,80
16276,TEST-16276,91
16277,TEST-16277,10
16278,TEST-16278,24
16279,TEST-16279,69
16280,TEST-16280,58
16281,TEST-16281,12
16282,TEST-16282,85
16283,TEST-16283,85
16284,TEST-16284,17
16285,TEST-16285,81
16286,TEST-16286,64
16287,TEST-16287,72
16288,TEST-16288,90
16289,TEST-16289,79
16290,TEST-16290,36
16291,TEST-16291,71
16292,TEST-16292,50
16293,TEST-16293,36
16294,TEST-16294,44
16295,TEST-16295,29
16296,TEST-16296,5
16297,TEST-16297,30
16298,TEST-16298,92
16299,TEST-16299,43
16300,TEST-16300,57
16301,TEST-16301,25
16302,TEST-16302,82
16303,TEST-16303,40
16304,TEST-16304,54
16305,TEST-16305,87
16306,TEST-16306,61
16307,TEST-16307,70
16308,TEST-16308,26
16309,TEST-16309,9
16310,TEST-16310,75
16311,TEST-16311,25
16312,TEST-16312,50
16313,TEST-16313,83
16314,TEST-16314,30
16315,TEST-16315,40
16316,TEST-16316,49
16317,TEST-16317,41
16318,TEST-16318,38
16319,TEST-16319,87
16320,TEST-16320,20
16321,TEST-16321,42
16322,TEST-16322,81
16323,TEST-16323,82
16324,TEST-16324,13
16325,TEST-16325,100
16326,TEST-16326,14
16327,TEST-16327,21
16328,TEST-16328,47
16329,TEST-16329,30
16330,TEST-16330,11
16331,TEST-16331,85
16332,TEST-16332,18
16333,TEST-16333,78
16334,TEST-16334,17
16335,TEST-16335,35
16336,TEST-16336,74
16337,TEST-16337,53
16338,TEST-16338,25
16339,TEST-16339,68
16340,TEST-16340,77
16341,TEST-16341,32
16342,TEST-16342,97
16343,TEST-16343,98
16344,TEST-16344,71
16345,TEST-16345,91
16346,TEST-16346,94
16347,TEST-16347,85
16348,TEST-16348,5
16349,TEST-16349,82
16350,TEST-16350,62
16351,TEST-16351,69
16352,TEST-16352,52
16353,TEST-16353,90
16354,TEST-16354,55
16355,TEST-16355,76
16356,TEST-16356,17
16357,TEST-16357,99
16358,TEST-16358,29
16359,TEST-16359,82
16360,TEST-16360,7
16361,TEST-16361,19
16362,TEST-16362,26
16363,TEST-16363,20
16364,TEST-16364,9
16365,TEST-16365,58
16366,TEST-16366,70
16367,TEST-16367,97
16368,TEST-16368,62
16369,TEST-16369,7
16370,TEST-16370,80
16371,TEST-16371,31
16372,TEST-16372,59
16373,TEST-16373,13
16374,TEST-16374,85
16375,TEST-16375,95
16376,TEST-16376,91
16377,TEST-16377,72
16378,TEST-16378,66
16379,TEST-16379,20
16380,TEST-16380,78
16381,TEST-16381,23
16382,TEST-16382,69
16383,TEST-16383,73
16384,TEST-16384,67
16385,TEST-16385,43
16386,TEST-16386,76
16387,TEST-16387,28
16388,TEST-16388,2
16389,TEST-16389,96
16390,TEST-16390,28
16391,TEST-16391,55
16392,TEST-16392,96
16393,TEST-16393,55
16394,TEST-16394,33
16395,TEST-16395,22
16396,TEST-16396,96
16397,TEST-16397,99
16398,TEST-16398,26
16399,TEST-16399,84
16400,TEST-16400,52
16401,TEST-16401,29
16402,TEST-16402,37
16403,TEST-16403,43
16404,TEST-16404,47
16405,TEST-16405,73
16406,TEST-16406,65
16407,TEST-16407,2
16408,TEST-16408,6
16409,TEST-16409,60
16410,TEST-16410,19
16411,TEST-16411,50
16412,TEST-16412,36
16413,TEST-16413,47
16414,TEST-16414,16
16415,TEST-16415,69
16416,TEST-16416,12
16417,TEST-16417,85
16418,TEST-16418,94
16419,TEST-16419,79
16420,TEST-16420,42
16421,TEST-16421,99
16422,TEST-16422,21
16423,TEST-16423,41
16424,TEST-16424,29
16425,TEST-16425,8
16426,TEST-16426,24
16427,TEST-16427,38
16428,TEST-16428,56
16429,TEST-16429,23
16430,TEST-16430,18
16431,TEST-16431,77
16432,TEST-16432,30
16433,TEST-16433,10
16434,TEST-16434,56
16435,TEST-16435,12
16436,TEST-16436,9
16437,TEST-16437,85
16438,TEST-16438,39
16439,TEST-16439,40
16440,TEST-16440,14
16441,TEST-16441,78
16442,TEST-16442,5
16443,TEST-16443,3
16444,TEST-16444,60
16445,TEST-16445,7
16446,TEST-16446,67
16447,TEST-16447,10
16448,TEST-16448,51
16449,TEST-16449,94
16450,TEST-16450,45
16451,TEST-16451,16
16452,TEST-16452,68
16453,TEST-16453,100
16454,TEST-16454,92
16455,TEST-16455,14
16456,TEST-16456,88
16457,TEST-16457,75
16458,TEST-16458,86
16459,TEST-16459,66
16460,TEST-16460,6
16461,TEST-16461,88
16462,TEST-16462,36
16463,TEST-16463,52
16464,TEST-16464,74
16465,TEST-16465,29
16466,TEST-16466,4
16467,TEST-16467,18
16468,TEST-16468,19
16469,TEST-16469,63
16470,TEST-16470,43
16471,TEST-16471,37
16472,TEST-16472,43
16473,TEST-16473,49
16474,TEST-16474,49
16475,TEST-16475,32
16476,TEST-16476,30
16477,TEST-16477,25
16478,TEST-16478,85
16479,TEST-16479,51
16480,TEST-16480,63
16481,TEST-16481,50
16482,TEST-16482,85
16483,TEST-16483,82
16484,TEST-16484,53
16485,TEST-16485,6
16486,TEST-16486,21
16487,TEST-16487,63
16488,TEST-16488,2
16489,TEST-16489,18
16490,TEST-16490,12
16491,TEST-16491,37
16492,TEST-16492,94
16493,TEST-16493,6
16494,TEST-16494,41
16495,TEST-16495,86
16496,TEST-16496,40
16497,TEST-16497,14
16498,TEST-16498,70
16499,TEST-16499,15
16500,TEST-16500,6
16501,TEST-16501,33
16502,TEST-16502,30
16503,TEST-16503,83
16504,TEST-16504,55
16505,TEST-16505,26
16506,TEST-16506,43
16507,TEST-16507,25
16508,TEST-16508,15
16509,TEST-16509,3
16510,TEST-16510,50
16511,TEST-16511,41
16512,TEST-16512,24
16513,TEST-16513,51
16514,TEST-16514,55
16515,TEST-16515,38
16516,TEST-16516,91
16517,TEST-16517,16
16518,TEST-16518,53
16519,TEST-16519,39
16520,TEST-16520,40
16521,TEST-16521,83
16522,TEST-16522,44
16523,TEST-16523,94
16524,TEST-16524,7
16525,TEST-16525,35
16526,TEST-16526,28
16527,TEST-16527,21
16528,TEST-16528,82
16529,TEST-16529,57
16530,TEST-16530,8
16531,TEST-16531,64
16532,TEST-16532,16
16533,TEST-16533,42
16534,TEST-16534,38
16535,TEST-16535,35
16536,TEST-16536,97
16537,TEST-16537,27
16538,TEST-16538,54
16539,TEST-16539,25
16540,TEST-16540,61
16541,TEST-16541,34
16542,TEST-16542,49
16543,TEST-16543,70
16544,TEST-16544,11
16545,TEST-16545,1
16546,TEST-16546,8
16547,TEST-16547,23
16548,TEST-16548,67
16549,TEST-16549,30
16550,TEST-16550,38
16551,TEST-16551,13
16552,TEST-16552,63
16553,TEST-16553,98
16554,TEST-16554,48
16555,TEST-16555,48
16556,TEST-16556,37
16557,TEST-16557,5
16558,TEST-16558,17
16559,TEST-16559,82
16560,TEST-16560,99
16561,TEST-16561,39
16562,TEST-16562,77
16563,TEST-16563,76
16564,TEST-16564,48
16565,TEST-16565,24
16566,TEST-16566,7
16567,TEST-16567,4
16568,TEST-16568,88
16569,TEST-16569,92
16570,TEST-16570,68
16571,TEST-16571,12
16572,TEST-16572,44
16573,TEST-16573,29
16574,TEST-16574,56
16575,TEST-16575,1
16576,TEST-16576,32
16577,TEST-16577,88
16578,TEST-16578,79
16579,TEST-16579,77
16580,TEST-16580,70
16581,TEST-16581,36
16582,TEST-16582,60
16583,TEST-16583,95
16584,TEST-16584,95
16585,TEST-16585,81
16586,TEST-16586,5
16587,TEST-16587,40
16588,TEST-16588,82
16589,TEST-16589,25
16590,TEST-16590,28
16591,TEST-16591,87
16592,TEST-16592,97
16593,TEST-16593,60
16594,TEST-16594,65
16595,TEST-16595,79
16596,TEST-16596,46
16597,TEST-16597,50
16598,TEST-16598,72
16599,TEST-16599,17
16600,TEST-16600,44
16601,TEST-16601,30
16602,TEST-16602,56
16603,TEST-16603,59
16604,TEST-16604,23
16605,TEST-16605,79
16606,TEST-16606,34
16607,TEST-16607,67
16608,TEST-16608,15
16609,TEST-16609,18
16610,TEST-16610,95
16611,TEST-16611,83
16612,TEST-16612,58
16613,TEST-16613,95
16614,TEST-16614,77
16615,TEST-16615,75
16616,TEST-16616,44
16617,TEST-16617,94
16618,TEST-16618,1
16619,TEST-16619,59
16620,TEST-16620,2
16621,TEST-16621,33
16622,TEST-16622,45
16623,TEST-16623,49
16624,TEST-16624,1
16625,TEST-16625,10
16626,TEST-16626,19
16627,TEST-16627,95
16628,TEST-16628,12
16629,TEST-16629,50
16630,TEST-16630,37
16631,TEST-16631,6
16632,TEST-16632,50
16633,TEST-16633,21
16634,TEST-16634,90
16635,TEST-16635,86
16636,TEST-16636,25
16637,TEST-16637,35
16638,TEST-16638,28
16639,TEST-16639,68
16640,TEST-16640,97
16641,TEST-16641,87
16642,TEST-16642,43
16643,TEST-16643,3
16644,TEST-16644,56
16645,TEST-16645,25
16646,TEST-16646,100
16647,TEST-16647,74
16648,TEST-16648,41
16649,TEST-16649,43
16650,TEST-16650,31
16651,TEST-16651,23
16652,TEST-16652,8
16653,TEST-16653,32
16654,TEST-16654,31
16655,TEST-16655,18
16656,TEST-16656,80
16657,TEST-16657,36
16658,TEST-16658,20
16659,TEST-16659,12
16660,TEST-16660,64
16661,TEST-16661,93
16662,TEST-16662,53
16663,TEST-16663,44
16664,TEST-16664,44
16665,TEST-16665,100
16666,TEST-16666,95
16667,TEST-16667,18
16668,TEST-16668,95
16669,TEST-16669,30
16670,TEST-16670,51
16671,TEST-16671,23
16672,TEST-16672,30
16673,TEST-16673,9
16674,TEST-16674,76
16675,TEST-16675,43
16676,TEST-16676,76
16677,TEST-16677,62
16678,TEST-16678,54
16679,TEST-16679,17
16680,TEST-16680,76
16681,TEST-16681,11
16682,TEST-16682,91
16683,TEST-16683,10
16684,TEST-16684,20
16685,TEST-16685,49
16686,TEST-16686,44
16687,TEST-16687,78
16688,TEST-16688,85
16689,TEST-16689,42
16690,TEST-16690,57
16691,TEST-16691,95
16692,TEST-16692,48
16693,TEST-16693,54
16694,TEST-16694,52
16695,TEST-16695,31
16696,TEST-16696,81
16697,TEST-16697,3
16698,TEST-16698,58
16699,TEST-16699,7
16700,TEST-16700,84
16701,TEST-16701,75
16702,TEST-16702,69
16703,TEST-16703,24
16704,TEST-16704,64
16705,TEST-16705,97
16706,TEST-16706,56
16707,TEST-16707,23
16708,TEST-16708,7
16709,TEST-16709,60
16710,TEST-16710,41
16711,TEST-16711,79
16712,TEST-16712,12
16713,TEST-16713,2
16714,TEST-16714,7
16715,TEST-16715,88
16716,TEST-16716,41
16717,TEST-16717,51
16718,TEST-16718,97
16719,TEST-16719,88
16720,TEST-16720,15
16721,TEST-16721,81
16722,TEST-16722,46
16723,TEST-16723,59
16724,TEST-16724,16
16725,TEST-16725,64
16726,TEST-16726,37
16727,TEST-16727,32
16728,TEST-16728,29
16729,TEST-16729,17
16730,TEST-16730,80
16731,TEST-16731,37
16732,TEST-16732,87
16733,TEST-16733,6
16734,TEST-16734,33
16735,TEST-16735,24
16736,TEST-16736,85
16737,TEST-16737,68
16738,TEST-16738,51
16739,TEST-16739,35
16740,TEST-16740,55
16741,TEST-16741,61
16742,TEST-16742,91
16743,TEST-16743,48
16744,TEST-16744,2
16745,TEST-16745,71
16746,TEST-16746,41
16747,TEST-16747,75
16748,TEST-16748,23
16749,TEST-16749,19
16750,TEST-16750,90
16751,TEST-16751,26
16752,TEST-16752,86
16753,TEST-16753,44
16754,TEST-16754,40
16755,TEST-16755,13
16756,TEST-16756,71
16757,TEST-16757,65
16758,TEST-16758,72
16759,TEST-16759,36
16760,TEST-16760,6
16761,TEST-16761,89
16762,TEST-16762,1
16763,TEST-16763,85
16764,TEST-16764,66
16765,TEST-16765,84
16766,TEST-16766,32
16767,TEST-16767,91
16768,TEST-16768,50
16769,TEST-16769,67
16770,TEST-16770,62
16771,TEST-16771,53
16772,TEST-16772,49
16773,TEST-16773,58
16774,TEST-16774,28
16775,TEST-16775,32
16776,TEST-16776,11
16777,TEST-16777,11
16778,TEST-16778,38
16779,TEST-16779,24
16780,TEST-16780,63
16781,TEST-16781,92
16782,TEST-16782,71
16783,TEST-16783,85
16784,TEST-16784,17
16785,TEST-16785,68
16786,TEST-16786,61
16787,TEST-16787,15
16788,TEST-16788,21
16789,TEST-16789,47
16790,TEST-16790,86
16791,TEST-16791,16
16792,TEST-16792,13
16793,TEST-16793,97
16794,TEST-16794,55
16795,TEST-16795,85
16796,TEST-16796,56
16797,TEST-16797,22
16798,TEST-16798,34
16799,TEST-16799,4
16800,TEST-16800,37
16801,TEST-16801,50
16802,TEST-16802,34
16803,TEST-16803,88
16804,TEST-16804,82
16805,TEST-16805,47
16806,TEST-16806,39
16807,TEST-16807,96
16808,TEST-16808,78
16809,TEST-16809,75
16810,TEST-16810,66
16811,TEST-16811,29
16812,TEST-16812,48
16813,TEST-16813,56
16814,TEST-16814,54
16815,TEST-16815,92
16816,TEST-16816,44
16817,TEST-16817,81
16818,TEST-16818,27
16819,TEST-16819,95
16820,TEST-16820,10
16821,TEST-16821,85
16822,TEST-16822,36
16823,TEST-16823,80
16824,TEST-16824,43
16825,TEST-16825,97
16826,TEST-16826,8
16827,TEST-16827,1
16828,TEST-16828,63
16829,TEST-16829,63
16830,TEST-16830,75
16831,TEST-16831,6
16832,TEST-16832,35
16833,TEST-16833,82
16834,TEST-16834,56
16835,TEST-16835,57
16836,TEST-16836,81
16837,TEST-16837,9
16838,TEST-16838,60
16839,TEST-16839,17
16840,TEST-16840,22
16841,TEST-16841,2
16842,TEST-16842,9
16843,TEST-16843,75
16844,TEST-16844,58
16845,TEST-16845,20
16846,TEST-16846,78
16847,TEST-16847,8
16848,TEST-16848,7
16849,TEST-16849,20
16850,TEST-16850,8
16851,TEST-16851,89
16852,TEST-16852,75
16853,TEST-16853,63
16854,TEST-16854,22
16855,TEST-16855,1
16856,TEST-16856,43
16857,TEST-16857,91
16858,TEST-16858,97
16859,TEST-16859,9
16860,TEST-16860,74
16861,TEST-16861,33
16862,TEST-16862,96
16863,TEST-16863,1
16864,TEST-16864,8
16865,TEST-16865,97
16866,TEST-16866,49
16867,TEST-16867,66
16868,TEST-16868,47
16869,TEST-16869,92
16870,TEST-16870,87
16871,TEST-16871,75
16872,TEST-16872,94
16873,TEST-16873,8
16874,TEST-16874,7
16875,TEST-16875,84
16876,TEST-16876,15
16877,TEST-16877,55
16878,TEST-16878,64
16879,TEST-16879,29
16880,TEST-16880,56
16881,TEST-16881,72
16882,TEST-16882,44
16883,TEST-16883,86
16884,TEST-16884,30
16885,TEST-16885,27
16886,TEST-16886,81
16887,TEST-16887,52
16888,TEST-16888,78
16889,TEST-16889,43
16890,TEST-16890,29
16891,TEST-16891,43
16892,TEST-16892,32
16893,TEST-16893,94
16894,TEST-16894,73
16895,TEST-16895,53
16896,TEST-16896,76
16897,TEST-16897,57
16898,TEST-16898,89
16899,TEST-16899,61
16900,TEST-16900,26
16901,TEST-16901,71
16902,TEST-16902,40
16903,TEST-16903,58
16904,TEST-16904,45
16905,TEST-16905,74
16906,TEST-16906,42
16907,TEST-16907,19
16908,TEST-16908,51
16909,TEST-16909,2
16910,TEST-16910,46
16911,TEST-16911,24
16912,TEST-16912,43
16913,TEST-16913,90
16914,TEST-16914,82
16915,TEST-16915,95
16916,TEST-16916,16
16917,TEST-16917,64
16918,TEST-16918,35
16919,TEST-16919,37
16920,TEST-16920,16
16921,TEST-16921,41
16922,TEST-16922,94
16923,TEST-16923,23
16924,TEST-16924,96
16925,TEST-16925,5
16926,TEST-16926,47
16927,TEST-16927,49
16928,TEST-16928,49
16929,TEST-16929,38
16930,TEST-16930,7
16931,TEST-16931,73
16932,TEST-16932,7
16933,TEST-16933,56
16934,TEST-16934,12
16935,TEST-16935,36
16936,TEST-16936,87
16937,TEST-16937,45
16938,TEST-16938,61
16939,TEST-16939,19
16940,TEST-16940,99
16941,TEST-16941,100
16942,TEST-16942,28
16943,TEST-16943,16
16944,TEST-16944,83
16945,TEST-16945,49
16946,TEST-16946,20
16947,TEST-16947,27
16948,TEST-16948,83
16949,TEST-16949,90
16950,TEST-16950,18
16951,TEST-16951,5
16952,TEST-16952,12
16953,TEST-16953,87
16954,TEST-16954,83
16955,TEST-16955,79
16956,TEST-16956,92
16957,TEST-16957,9
16958,TEST-16958,4
16959,TEST-16959,2
16960,TEST-16960,98
16961,TEST-16961,66
16962,TEST-16962,60
16963,TEST-16963,92
16964,TEST-16964,90
16965,TEST-16965,97
16966,TEST-16966,99
16967,TEST-16967,49
16968,TEST-16968,25
16969,TEST-16969,28
16970,TEST-16970,81
16971,TEST-16971,42
16972,TEST-16972,87
16973,TEST-16973,64
16974,TEST-16974,4
16975,TEST-16975,38
16976,TEST-16976,16
16977,TEST-16977,91
16978,TEST-16978,31
16979,TEST-16979,73
16980,TEST-16980,26
16981,TEST-16981,14
16982,TEST-16982,28
16983,TEST-16983,43
16984,TEST-16984,80
16985,TEST-16985,20
16986,TEST-16986,49
16987,TEST-16987,37
16988,TEST-16988,91
16989,TEST-16989,34
16990,TEST-16990,72
16991,TEST-16991,22
16992,TEST-16992,10
16993,TEST-16993,12
16994,TEST-16994,24
16995,TEST-16995,89
16996,TEST-16996,37
16997,TEST-16997,17
16998,TEST-16998,12
16999,TEST-16999,13
17000,TEST-17000,49
17001,TEST-17001,72
17002,TEST-17002,4
17003,TEST-17003,52
17004,TEST-17004,93
17005,TEST-17005,58
17006,TEST-17006,36
17007,TEST-17007,82
17008,TEST-17008,98
17009,TEST-17009,85
17010,TEST-17010,65
17011,TEST-17011,86
17012,TEST-17012,3
17013,TEST-17013,52
17014,TEST-17014,95
17015,TEST-17015,38
17016,TEST-17016,95
17017,TEST-17017,50
17018,TEST-17018,26
